Marka;Model;İşlemci;RAM;Depolama;Ekran Kartı;Fiyat
Apple;Air M4;Apple M4;16;256;Apple M4 GPU;45.299,00
Huawei;MateBook D16;Intel Core i5-12450H;8;512;Intel UHD;21.999,00
Lenovo;-;Intel Core i7-13620H;16;1024;Entegre;32.004,72
Lenovo;-;Intel Core i7-13620H;24;2048;Entegre;36.795,83
Lenovo;-;Intel Core i7-13620H;8;1024;Entegre;31.124,88
Lenovo;-;Intel Core i7-13620H;8;1024;Entegre;28.983,91
Lenovo;-;Intel Core i7-13620H;24;2048;Entegre;38.056,94
Lenovo;-;Intel Core i7-13620H;8;2048;Entegre;34.937,55
Lenovo;-;Intel Core i7-13620H;24;1024;Entegre;33.383,15
Lenovo;-;Intel Core i7-13620H;8;2048;Entegre;32.796,59
Lenovo;-;Intel Core I5-13420H;24;2048;Entegre;44.739,19
Lenovo;-;Intel Core Ultra 7 255H;24;1024;Entegre;66.960,64
Lenovo;-;Intel Core Ultra 7 255H;64;2048;Entegre;77.626,93
Lenovo;Thinkpad E16 21SR0076TX Ultra 7 265U;Intel Core Ultra 7 265U;48;512;Entegre;62.812,63
Lenovo;Thinkpad 21SX007FTX Ultra 7 255H;Intel Core Ultra 7 255H;8;2048;Entegre;68.679,09
Lenovo;Thinkpad 21SX007HTX Ultra 7 255H;Intel Core Ultra 7 255H;32;1024;Entegre;72.827,10
Lenovo;-;Intel Core I7-13620H;24;512;Entegre;42.013,35
HP;255;AMD Ryzen 5 7530U;32;1024;Entegre;50.072,33
Lenovo;Ideapad Slım 3 83K1004ETR I5-13420H 24 GB Ram;Intel Core I5-13420H;24;512;Entegre;31.702,60
Lenovo;-;Intel Core Ultra 7 255H;16;512;Entegre;63.997,78
Lenovo;Ideapad Slım 3 83K10012TR I5-13420H 8 GB Ram;Intel Core I5-13420H;8;512;Entegre;25.184,31
Lenovo;-;Intel Core I7-13620H;48;1024;Entegre;60.975,66
Lenovo;-;Intel Core I5-13420H;24;2048;Entegre;41.776,33
Lenovo;Thinkpad E16 21SR0076TX Ultra 7 265U;Intel Core Ultra 7 265U;8;1024;Entegre;55.109,20
Lenovo;-;Intel Core I5-13420H;24;1024;Entegre;41.183,75
Lenovo;-;Intel Core I5-13420H;24;1024;Entegre;41.183,75
Lenovo;-;Intel Core Ultra 7 255H;16;2048;Entegre;68.442,07
Lenovo;-;Intel Core i7-13620H;16;1024;Entegre;32.004,72
Lenovo;-;Intel Core i7-13620H;24;2048;Entegre;36.795,83
Lenovo;-;Intel Core i7-13620H;8;1024;Entegre;31.124,88
Lenovo;-;Intel Core i7-13620H;8;1024;Entegre;28.983,91
Lenovo;-;Intel Core i7-13620H;24;2048;Entegre;38.056,94
Lenovo;-;Intel Core i7-13620H;8;2048;Entegre;34.937,55
Lenovo;-;Intel Core i7-13620H;24;1024;Entegre;33.383,15
Lenovo;-;Intel Core i7-13620H;8;2048;Entegre;32.796,59
Lenovo;-;Intel Core I5-13420H;24;2048;Entegre;44.739,19
Lenovo;-;Intel Core Ultra 7 255H;24;1024;Entegre;66.960,64
Lenovo;-;Intel Core Ultra 7 255H;64;2048;Entegre;77.626,93
Lenovo;Thinkpad E16 21SR0076TX Ultra 7 265U;Intel Core Ultra 7 265U;48;512;Entegre;62.812,63
Lenovo;Thinkpad 21SX007FTX Ultra 7 255H;Intel Core Ultra 7 255H;8;2048;Entegre;68.679,09
Lenovo;Thinkpad 21SX007HTX Ultra 7 255H;Intel Core Ultra 7 255H;32;1024;Entegre;72.827,10
Lenovo;-;Intel Core I7-13620H;24;512;Entegre;42.013,35
HP;255;AMD Ryzen 5 7530U;32;1024;Entegre;50.072,33
Lenovo;Ideapad Slım 3 83K1004ETR I5-13420H 24 GB Ram;Intel Core I5-13420H;24;512;Entegre;31.702,60
Lenovo;-;Intel Core Ultra 7 255H;16;512;Entegre;63.997,78
Lenovo;Ideapad Slım 3 83K10012TR I5-13420H 8 GB Ram;Intel Core I5-13420H;8;512;Entegre;25.184,31
Lenovo;-;Intel Core I7-13620H;48;1024;Entegre;60.975,66
Lenovo;-;Intel Core I5-13420H;24;2048;Entegre;41.776,33
Lenovo;Thinkpad E16 21SR0076TX Ultra 7 265U;Intel Core Ultra 7 265U;8;1024;Entegre;55.109,20
Lenovo;-;Intel Core I5-13420H;24;1024;Entegre;41.183,75
Lenovo;-;Intel Core I5-13420H;24;1024;Entegre;41.183,75
Lenovo;-;Intel Core Ultra 7 255H;16;2048;Entegre;68.442,07
Lenovo;-;Intel Core i7-13620H;16;1024;Entegre;32.004,72
Lenovo;-;Intel Core i7-13620H;24;2048;Entegre;36.795,83
Lenovo;-;Intel Core i7-13620H;8;1024;Entegre;31.124,88
Lenovo;-;Intel Core i7-13620H;8;1024;Entegre;28.983,91
Lenovo;-;Intel Core i7-13620H;24;2048;Entegre;38.056,94
Lenovo;-;Intel Core i7-13620H;8;2048;Entegre;34.937,55
Lenovo;-;Intel Core i7-13620H;24;1024;Entegre;33.383,15
Lenovo;-;Intel Core i7-13620H;8;2048;Entegre;32.796,59
Lenovo;-;Intel Core I5-13420H;24;2048;Entegre;44.739,19
Lenovo;-;Intel Core Ultra 7 255H;24;1024;Entegre;66.960,64
Lenovo;-;Intel Core Ultra 7 255H;64;2048;Entegre;77.626,93
Lenovo;Thinkpad E16 21SR0076TX Ultra 7 265U;Intel Core Ultra 7 265U;48;512;Entegre;62.812,63
Lenovo;Thinkpad 21SX007FTX Ultra 7 255H;Intel Core Ultra 7 255H;8;2048;Entegre;68.679,09
Lenovo;Thinkpad 21SX007HTX Ultra 7 255H;Intel Core Ultra 7 255H;32;1024;Entegre;72.827,10
Lenovo;-;Intel Core I7-13620H;24;512;Entegre;42.013,35
HP;255;AMD Ryzen 5 7530U;32;1024;Entegre;50.072,33
Lenovo;Ideapad Slım 3 83K1004ETR I5-13420H 24 GB Ram;Intel Core I5-13420H;24;512;Entegre;31.702,60
Lenovo;-;Intel Core Ultra 7 255H;16;512;Entegre;63.997,78
Lenovo;Ideapad Slım 3 83K10012TR I5-13420H 8 GB Ram;Intel Core I5-13420H;8;512;Entegre;25.184,31
Lenovo;-;Intel Core I7-13620H;48;1024;Entegre;60.975,66
Lenovo;-;Intel Core I5-13420H;24;2048;Entegre;41.776,33
Lenovo;Thinkpad E16 21SR0076TX Ultra 7 265U;Intel Core Ultra 7 265U;8;1024;Entegre;55.109,20
Lenovo;-;Intel Core I5-13420H;24;1024;Entegre;41.183,75
Lenovo;-;Intel Core I5-13420H;24;1024;Entegre;41.183,75
Lenovo;-;Intel Core Ultra 7 255H;16;2048;Entegre;68.442,07
Lenovo;-;Intel Core i7-13620H;16;1024;Entegre;32.004,72
Lenovo;-;Intel Core i7-13620H;24;2048;Entegre;36.795,83
Lenovo;-;Intel Core i7-13620H;8;1024;Entegre;31.124,88
Lenovo;-;Intel Core i7-13620H;8;1024;Entegre;28.983,91
Lenovo;-;Intel Core i7-13620H;24;2048;Entegre;38.056,94
Lenovo;-;Intel Core i7-13620H;8;2048;Entegre;34.937,55
Lenovo;-;Intel Core i7-13620H;24;1024;Entegre;33.383,15
Lenovo;-;Intel Core i7-13620H;8;2048;Entegre;32.796,59
Lenovo;-;Intel Core I5-13420H;24;2048;Entegre;44.739,19
Lenovo;-;Intel Core Ultra 7 255H;24;1024;Entegre;66.960,64
Lenovo;-;Intel Core Ultra 7 255H;64;2048;Entegre;77.626,93
Lenovo;Thinkpad E16 21SR0076TX Ultra 7 265U;Intel Core Ultra 7 265U;48;512;Entegre;62.812,63
Lenovo;Thinkpad 21SX007FTX Ultra 7 255H;Intel Core Ultra 7 255H;8;2048;Entegre;68.679,09
Lenovo;Thinkpad 21SX007HTX Ultra 7 255H;Intel Core Ultra 7 255H;32;1024;Entegre;72.827,10
Lenovo;-;Intel Core I7-13620H;24;512;Entegre;42.013,35
HP;255;AMD Ryzen 5 7530U;32;1024;Entegre;50.072,33
Lenovo;Ideapad Slım 3 83K1004ETR I5-13420H 24 GB Ram;Intel Core I5-13420H;24;512;Entegre;31.702,60
Lenovo;-;Intel Core Ultra 7 255H;16;512;Entegre;63.997,78
Lenovo;Ideapad Slım 3 83K10012TR I5-13420H 8 GB Ram;Intel Core I5-13420H;8;512;Entegre;25.184,31
Lenovo;-;Intel Core I7-13620H;48;1024;Entegre;60.975,66
Lenovo;-;Intel Core I5-13420H;24;2048;Entegre;41.776,33
Lenovo;Thinkpad E16 21SR0076TX Ultra 7 265U;Intel Core Ultra 7 265U;8;1024;Entegre;55.109,20
Lenovo;-;Intel Core I5-13420H;24;1024;Entegre;41.183,75
Lenovo;-;Intel Core I5-13420H;24;1024;Entegre;41.183,75
Lenovo;-;Intel Core Ultra 7 255H;16;2048;Entegre;68.442,07
Lenovo;-;Intel Core i7-13620H;16;1024;Entegre;32.004,72
Lenovo;-;Intel Core i7-13620H;24;2048;Entegre;36.795,83
Lenovo;-;Intel Core i7-13620H;8;1024;Entegre;31.124,88
Lenovo;-;Intel Core i7-13620H;8;1024;Entegre;28.983,91
Lenovo;-;Intel Core i7-13620H;24;2048;Entegre;38.056,94
Lenovo;-;Intel Core i7-13620H;8;2048;Entegre;34.937,55
Lenovo;-;Intel Core i7-13620H;24;1024;Entegre;33.383,15
Lenovo;-;Intel Core i7-13620H;8;2048;Entegre;32.796,59
Lenovo;-;Intel Core I5-13420H;24;2048;Entegre;44.739,19
Lenovo;-;Intel Core Ultra 7 255H;24;1024;Entegre;66.960,64
Lenovo;-;Intel Core Ultra 7 255H;64;2048;Entegre;77.626,93
Lenovo;Thinkpad E16 21SR0076TX Ultra 7 265U;Intel Core Ultra 7 265U;48;512;Entegre;62.812,63
Lenovo;Thinkpad 21SX007FTX Ultra 7 255H;Intel Core Ultra 7 255H;8;2048;Entegre;68.679,09
Lenovo;Thinkpad 21SX007HTX Ultra 7 255H;Intel Core Ultra 7 255H;32;1024;Entegre;72.827,10
Lenovo;-;Intel Core I7-13620H;24;512;Entegre;42.013,35
HP;255;AMD Ryzen 5 7530U;32;1024;Entegre;50.072,33
Lenovo;Ideapad Slım 3 83K1004ETR I5-13420H 24 GB Ram;Intel Core I5-13420H;24;512;Entegre;31.702,60
Lenovo;-;Intel Core Ultra 7 255H;16;512;Entegre;63.997,78
Lenovo;Ideapad Slım 3 83K10012TR I5-13420H 8 GB Ram;Intel Core I5-13420H;8;512;Entegre;25.184,31
Lenovo;-;Intel Core I7-13620H;48;1024;Entegre;60.975,66
Lenovo;-;Intel Core I5-13420H;24;2048;Entegre;41.776,33
Lenovo;Thinkpad E16 21SR0076TX Ultra 7 265U;Intel Core Ultra 7 265U;8;1024;Entegre;55.109,20
Lenovo;-;Intel Core I5-13420H;24;1024;Entegre;41.183,75
Lenovo;-;Intel Core I5-13420H;24;1024;Entegre;41.183,75
Lenovo;-;Intel Core Ultra 7 255H;16;2048;Entegre;68.442,07
Lenovo;-;Intel Core i7-13620H;16;1024;Entegre;32.004,72
Lenovo;-;Intel Core i7-13620H;24;2048;Entegre;36.795,83
Lenovo;-;Intel Core i7-13620H;8;1024;Entegre;31.124,88
Lenovo;-;Intel Core i7-13620H;8;1024;Entegre;28.983,91
Lenovo;-;Intel Core i7-13620H;24;2048;Entegre;38.056,94
Lenovo;-;Intel Core i7-13620H;8;2048;Entegre;34.937,55
Lenovo;-;Intel Core i7-13620H;24;1024;Entegre;33.383,15
Lenovo;-;Intel Core i7-13620H;8;2048;Entegre;32.796,59
Lenovo;-;Intel Core I5-13420H;24;2048;Entegre;44.739,19
Lenovo;-;Intel Core Ultra 7 255H;24;1024;Entegre;66.960,64
Lenovo;-;Intel Core Ultra 7 255H;64;2048;Entegre;77.626,93
Lenovo;Thinkpad E16 21SR0076TX Ultra 7 265U;Intel Core Ultra 7 265U;48;512;Entegre;62.812,63
Lenovo;Thinkpad 21SX007FTX Ultra 7 255H;Intel Core Ultra 7 255H;8;2048;Entegre;68.679,09
Lenovo;Thinkpad 21SX007HTX Ultra 7 255H;Intel Core Ultra 7 255H;32;1024;Entegre;72.827,10
Lenovo;-;Intel Core I7-13620H;24;512;Entegre;42.013,35
HP;255;AMD Ryzen 5 7530U;32;1024;Entegre;50.072,33
Lenovo;Ideapad Slım 3 83K1004ETR I5-13420H 24 GB Ram;Intel Core I5-13420H;24;512;Entegre;31.702,60
Lenovo;-;Intel Core Ultra 7 255H;16;512;Entegre;63.997,78
Lenovo;Ideapad Slım 3 83K10012TR I5-13420H 8 GB Ram;Intel Core I5-13420H;8;512;Entegre;25.184,31
Lenovo;-;Intel Core I7-13620H;48;1024;Entegre;60.975,66
Lenovo;-;Intel Core I5-13420H;24;2048;Entegre;41.776,33
Lenovo;Thinkpad E16 21SR0076TX Ultra 7 265U;Intel Core Ultra 7 265U;8;1024;Entegre;55.109,20
Lenovo;-;Intel Core I5-13420H;24;1024;Entegre;41.183,75
Lenovo;-;Intel Core I5-13420H;24;1024;Entegre;41.183,75
Lenovo;-;Intel Core Ultra 7 255H;16;2048;Entegre;68.442,07
Casper;Nirvana X600.1342-DE00X-G-F;Intel Core i5-13420H;32;500;Intel UHD;25.199,00
Dell;Vostro 3520;Intel Core I5-1235U;32;1024;Entegre;34.599,00
Casper;Nirvana X650.1342-DV00X-G-F;Intel Core i5-13420H;32;500;Intel UHD;27.062,07
Casper;Nirvana X650.1342-DU00X-G-F;Intel Core i5-13420H;32;250;Intel UHD;26.132,07
Casper;Nirvana X750.1342-DF00R-G-F;Intel Core i5-13420H;32;1024;Intel UHD;39.524,07
Casper;Nirvana X650.1342-DF00P-G-F;Intel Core i5-13420H;32;1024;Intel UHD;32.901,55
Casper;Nirvana X650.1342-DU00P-G-F;Intel Core i5-13420H;32;250;Intel UHD;30.514,05
Casper;Nirvana X600.1342-DF00R-G-F;Intel Core i5-13420H;32;1024;Intel UHD;35.698,00
Casper;Nirvana X600.1245-DF00X-G-F;Intel Core i5-12450H;32;1024;Intel UHD;54.896,00
HP;-;Intel Core I5-1335U;32;4096;Entegre;64.016,33
HP;-;Intel Core I5-1335U;32;512;Entegre;41.888,45
HP;-;Intel Core I5-1335U;32;4096;Entegre;63.650,34
Dell;Latitude 3540;Intel Core i5-1335U;32;512;Entegre;40.996,09
Dell;Vostro 3520;Intel Core i5-1235U;32;512;Entegre;37.927,86
HP;250;Intel Core i5-1335U;32;512;Entegre;39.025,42
Dell;Vostro 3520;Intel Core I5-1235U;32;1024;Entegre;36.390,79
Dell;Inspiron 15;Intel Core i5-1235U;32;512;Entegre;37.476,98
Casper;Nirvana X650.1342-DX00R-G-F;Intel Core i5-13420H;32;2048;Intel UHD;41.198,07
Casper;Nirvana X750.1342-DX00A-G-F;Intel Core i5-13420H;32;2048;Intel UHD;42.035,07
Casper;Nirvana X650.1342-DX00A-G-F;Intel Core i5-13420H;32;2048;Intel UHD;38.315,07
Casper;Nirvana X650.1342-DF00R-G-F;Intel Core i5-13420H;32;1024;Intel UHD;36.721,55
Casper;Nirvana X750.1342-DV00R-G-F;Intel Core i5-13420H;32;500;Intel UHD;38.222,07
Casper;Nirvana X650.1342-DV00R-G-F;Intel Core i5-13420H;32;500;Intel UHD;35.289,05
Casper;Nirvana X750.1342-DU00R-G-F;Intel Core i5-13420H;32;250;Intel UHD;37.850,07
Casper;Nirvana X650.1342-DU00R-G-F;Intel Core i5-13420H;32;250;Intel UHD;34.334,05
Casper;Nirvana X750.1342-DF00P-G-F;Intel Core i5-13420H;32;1024;Intel UHD;36.435,05
Casper;Nirvana X750.1342-DX00X-G-F;Intel Core i5-13420H;32;2048;Intel UHD;36.530,55
Casper;Nirvana X750.1342-DV00P-G-F;Intel Core i5-13420H;32;500;Intel UHD;35.002,55
Casper;Nirvana X650.1342-DV00P-G-F;Intel Core i5-13420H;32;500;Intel UHD;31.469,05
Casper;Nirvana X750.1342-DU00P-G-F;Intel Core i5-13420H;32;250;Intel UHD;33.952,05
Apple;Air M4;Apple M4;16;256;Apple M4 GPU;45.299,00
Huawei;MateBook D16;Intel Core i5-12450H;8;512;Intel UHD;21.999,00
Apple;Air M4;Apple M4;16;256;Apple M4 GPU;45.299,00
Lenovo;-;Intel Core i5-13420H;16;512;Intel UHD;22.799,05
Apple;Pro M4 Pro;Apple M4 Pro;24;512;Apple M4 Pro GPU;95.999,00
Apple;Air M4;Apple M4;16;256;Apple M4 GPU;45.170,00
Asus;Vivobook Go 15 E1504FA-BQ1741;AMD Ryzen 5 7520U;8;512;AMD Radeon 610M;16.889,06
Lenovo;-;Intel N100;4;128;Intel UHD;9.149,00
Apple;Air M4;Apple M4;16;512;Apple M4 GPU;59.999,00
Lenovo;-;AMD Ryzen 5 5625U;16;512;AMD Radeon;19.489,00
Asus;Zenbook 14 UX3405CA-QL286W Ultra 7 255H 16 GB 512 ;Intel Core Ultra 7 255H;16;512;Intel Arc 140T;47.799,00
MSI;-;Intel Core i5-1334U;16;512;Intel Iris Xe;22.840,69
Lenovo;IdeaPad Slim 3 16IRH10 83K2001FTR i5-13420H 16 GB ;Intel Core i5-13420H;16;512;Intel UHD;24.499,00
Apple;Air M2;Apple M2;16;256;Apple M2 GPU;36.999,00
Huawei;MateBook D14;Intel Core i5-12450H;16;512;Intel UHD;29.449,05
Lenovo;Ideapad Slim 3 16IRH10 83K2001VTR i7-13620H 16 GB ;Intel Core i7-13620H;16;1024;Intel UHD;39.845,95
Casper;Nirvana S100.1362-BF00X-G-F;Intel Core i7-13620H;16;1024;Intel UHD;25.999,00
Lenovo;-;Intel Core i7-13620H;16;512;Intel UHD;29.005,50
Dell;Vostro 3530;Intel Core i5-1334U;16;512;Intel Iris Xe;22.711,66
Apple;Air M2;Apple M2;16;256;Apple M2 GPU;36.566,00
Apple;Air M4;Apple M4;16;256;Apple M4 GPU;47.520,00
MSI;-;Intel Core i5-1334U;16;512;Intel Iris Xe;24.902,84
Asus;Vivobook S16 S3607VA-RP012 i7-13620H 16 GB 1 TB SS;Intel Core i7-13620H;16;1024;Intel UHD;37.049,03
Apple;Pro M4;Apple M4;16;512;Apple M4 GPU;74.999,00
Lenovo;ThinkBook 16P G5 IRX 21N50024TR i9-14900HX 32 GB 1;Intel Core i9-14900HX;32;1024;NVIDIA RTX4060;85.599,00
Apple;Pro M4 Pro;Apple M4 Pro;24;512;Apple M4 Pro GPU;123.490,00
Lenovo;-;Intel N100;4;128;Intel UHD;9.399,00
Lenovo;-;AMD Ryzen 3 7320U;8;512;AMD Radeon 610M;17.099,05
Huawei;MateBook D14;Intel Core i5-12450H;8;512;Intel UHD;23.699,00
Asus;Vivobook 16 V3607VU-RP285W;Intel Core 5 210H;8;512;NVIDIA RTX4050;40.999,00
